rid,cid,ab,clade,sequence
>AY661155,>AY661066,40,3C.3a,
>AY661155,>AY661183,960,3C.3a,
>AY661155,>AF008828,240,3C.3a,
>AY661155,>AY661098,10,3C.3a,
>AY661155,>AY661192,106,3C.3a,
>AY661155,>AF008725,12,3C.3a,
>AY661155,>AY661020,40,3C.3a,
>AY661155,>AY661054,10,3C.3a,
>AY661155,>AY661067,80,3C.3a,
>AY661155,>AY661159,847,3C.3a,
>AY661155,>AY661073,40,3C.3a,
>AY661045,>AY661045,2560,3C.3a,
>AY661045,>CY114429,10,3C.3a,
>AY661045,>AY661041,160,3C.3a,
>AY661045,>AY661042,640,3C.3a,
>AY661045,>CY121157,320,3C.3a,
>AY661045,>AF201874,10,3C.3a,
>AY661045,>AY661098,10,3C.3a,
>AY661045,>AY661151,10,3C.3a,
>AY661045,>AY661181,10,3C.3a,
>AY661045,>AY661047,320,3C.3a,
>AY661045,>AY661025,80,3C.3a,
>AY661045,>AY661048,320,3C.3a,
>AY661045,>AY661049,139,3C.3a,
>AY661045,>AY661054,10,3C.3a,
>AY661045,>AF092062,320,3C.3a,
>AY661045,>U08858,160,3C.3a,
>AY661045,>AY661046,10,3C.3a,
>AY661045,>AY661052,160,3C.3a,
>AY661045,>AY661073,10,3C.3a,
>AY661045,>AY661050,160,3C.3a,
>AY661115,>AY661066,1280,3C.3a,
>AY661115,>AY661053,1280,3C.3a,
>AY661115,>AY661183,40,3C.3a,
>AY661115,>AY661180,20,3C.3a,
>AY661115,>AY661192,20,3C.3a,
>AY661115,>AY661054,1280,3C.3a,
>AY661115,>AY661067,5120,3C.3a,
>AY661115,>AY661159,60,3C.3a,
>AY661115,>AY661073,2560,3C.3a,
>AY661115,>AY661050,320,3C.3a,
>AY661071,>AY661053,1280,3C.3a,
>AY661071,>AY661049,160,3C.3a,
>AY661071,>AY661054,2560,3C.3a,
>AY661071,>AY661067,10240,3C.3a,
>AY661071,>AF008888,2560,3C.3a,
>AY661071,>AY661050,1280,3C.3a,
>CY113373,>AY661053,5120,3C.3a,
>CY113373,>AY661049,320,3C.3a,
>CY113373,>AY661054,10240,3C.3a,
>CY113373,>AY661067,10240,3C.3a,
>CY113373,>AF008888,1280,3C.3a,
>CY113373,>AY661050,5120,3C.3a,
>AF180643,>AF180643,4434,,
>AF180643,>AY661197,80,,
>AF180643,>AF008828,10,,
>AF180643,>AF201874,10,,
>AF180643,>AY661180,10,,
>AF180643,>AY661192,100,,
>AF180643,>AY661181,40,,
>AF180643,>AY661020,38,,
>AF180643,>AY661209,196,,
>AF180643,>AF092062,10,,
>CY114429,>CY114429,640,3C.3a,
>CY114429,>AY661066,10,3C.3a,
>CY114429,>CY121157,10,3C.3a,
>CY114429,>AF008665,10,3C.3a,
>CY114429,>CY112289,10,3C.3a,
>CY114429,>AY661180,10,3C.3a,
>CY114429,>AF008903,226,3C.3a,
>CY114429,>AY661048,1280,3C.3a,
>CY114429,>AY661049,640,3C.3a,
>CY114429,>CY113333,320,3C.3a,
>CY114429,>AY661054,320,3C.3a,
>CY114429,>AF092062,10,3C.3a,
>CY114429,>U08858,905,3C.3a,
>CY114429,>AY661050,1055,3C.3a,
>AY661130,>AF180643,10,3C.3a,
>AY661130,>CY114429,10,3C.3a,
>AY661130,>AY661066,79,3C.3a,
>AY661130,>CY121157,10,3C.3a,
>AY661130,>AF008828,96,3C.3a,
>AY661130,>AF008665,40,3C.3a,
>AY661130,>AF201874,10,3C.3a,
>AY661130,>CY112289,10,3C.3a,
>AY661130,>AY661180,97,3C.3a,
>AY661130,>AF008903,10,3C.3a,
>AY661130,>AY661098,55,3C.3a,
>AY661130,>AY661192,23,3C.3a,
>AY661130,>AY661151,40,3C.3a,
>AY661130,>AF008725,15,3C.3a,
>AY661130,>AY661181,73,3C.3a,
>AY661130,>AY661020,10,3C.3a,
>AY661130,>AY661054,80,3C.3a,
>AY661130,>AY661067,160,3C.3a,
>AY661130,>AF092062,10,3C.3a,
>AY661130,>AY661159,320,3C.3a,
>AY661130,>AY661198,15,3C.3a,
>AY661130,>AY661073,40,3C.3a,
>D43786,>AY661066,2334,3C.3a,
>D43786,>AY661053,480,3C.3a,
>D43786,>AY661183,80,3C.3a,
>D43786,>AY661180,60,3C.3a,
>D43786,>AY661098,1280,3C.3a,
>D43786,>AY661192,70,3C.3a,
>D43786,>AY661151,40,3C.3a,
>D43786,>AY661054,320,3C.3a,
>D43786,>AY661067,1280,3C.3a,
>D43786,>AY661159,80,3C.3a,
>D43786,>AY661073,480,3C.3a,
>D43786,>AY661050,160,3C.3a,
>AY661066,>AY661045,20,3C.3a,
>AY661066,>AF180643,10,3C.3a,
>AY661066,>CY114429,10,3C.3a,
>AY661066,>AY661066,1488,3C.3a,
>AY661066,>AY661053,320,3C.3a,
>AY661066,>CY121157,10,3C.3a,
>AY661066,>AF008828,10,3C.3a,
>AY661066,>AF008665,80,3C.3a,
>AY661066,>AF201874,10,3C.3a,
>AY661066,>CY112289,10,3C.3a,
>AY661066,>AY661180,10,3C.3a,
>AY661066,>AF008903,80,3C.3a,
>AY661066,>AY661098,458,3C.3a,
>AY661066,>AY661192,10,3C.3a,
>AY661066,>AY661151,10,3C.3a,
>AY661066,>AF008725,10,3C.3a,
>AY661066,>AY661181,10,3C.3a,
>AY661066,>AY661020,10,3C.3a,
>AY661066,>AY661054,320,3C.3a,
>AY661066,>AY661209,10,3C.3a,
>AY661066,>AY661067,1280,3C.3a,
>AY661066,>AF092062,10,3C.3a,
>AY661066,>AY661198,10,3C.3a,
>AY661066,>AY661052,80,3C.3a,
>AY661066,>AY661073,640,3C.3a,
>AY661066,>AF008888,480,3C.3a,
>AY661066,>AY661050,226,3C.3a,
>AY661015,>CY114429,453,,
>AY661015,>AY661054,640,,
>AY661015,>U08858,1280,,
>AY661015,>AY661050,2560,,
>AY661038,>CY114429,10,3C.2a4,
>AY661038,>CY121157,501,3C.2a4,
>AY661038,>AF201874,354,3C.2a4,
>AY661038,>AF008903,10,3C.2a4,
>AY661038,>AY661049,10,3C.2a4,
>AY661038,>AF092062,109,3C.2a4,
>AY661038,>U08858,10,3C.2a4,
>AY661038,>AY661050,10,3C.2a4,
>AY661039,>AY661045,10,3C.2a4,
>AY661039,>AY661041,640,3C.2a4,
>AY661039,>AY661042,320,3C.2a4,
>AY661039,>CY121157,320,3C.2a4,
>AY661039,>AF201874,640,3C.2a4,
>AY661039,>AY661098,10,3C.2a4,
>AY661039,>AY661151,10,3C.2a4,
>AY661039,>AY661181,10,3C.2a4,
>AY661039,>AY661047,10,3C.2a4,
>AY661039,>AY661025,10,3C.2a4,
>AY661039,>AY661048,10,3C.2a4,
>AY661039,>AY661049,10,3C.2a4,
>AY661039,>AF092062,80,3C.2a4,
>AY661039,>AY661046,10,3C.2a4,
>AY661039,>AY661052,10,3C.2a4,
>AY661039,>AY661073,10,3C.2a4,
>AY660991,>AY661045,20,3C.2a4,
>AY660991,>AY661066,20,3C.2a4,
>AY660991,>AY661053,20,3C.2a4,
>AY660991,>CY121157,1163,3C.2a4,
>AY660991,>AF201874,1163,3C.2a4,
>AY660991,>AF092062,291,3C.2a4,
>AY660991,>AF008888,20,3C.2a4,
>AY661006,>AY661045,1280,3C.3a,
>AY661006,>CY114429,10,3C.3a,
>AY661006,>AY661066,20,3C.3a,
>AY661006,>AY661053,320,3C.3a,
>AY661006,>CY121157,320,3C.3a,
>AY661006,>AF201874,10,3C.3a,
>AY661006,>AY661049,80,3C.3a,
>AY661006,>AF092062,320,3C.3a,
>AY661006,>U08858,80,3C.3a,
>AY661006,>AY661052,80,3C.3a,
>AY661006,>AF008888,20,3C.3a,
>AY661006,>AY661050,160,3C.3a,
>AY660993,>AY661045,20,3C.2a4,
>AY660993,>CY114429,10,3C.2a4,
>AY660993,>AY661066,20,3C.2a4,
>AY660993,>AY661053,20,3C.2a4,
>AY660993,>CY121157,453,3C.2a4,
>AY660993,>AF201874,554,3C.2a4,
>AY660993,>AF008903,10,3C.2a4,
>AY660993,>AY661049,10,3C.2a4,
>AY660993,>AF092062,113,3C.2a4,
>AY660993,>U08858,10,3C.2a4,
>AY660993,>AF008888,20,3C.2a4,
>CY113157,>CY121157,160,3C.2a4,
>CY113157,>AF201874,40,3C.2a4,
>CY113157,>AF092062,1280,3C.2a4,
>AY660997,>AY661045,20,3C.3a,
>AY660997,>CY114429,10,3C.3a,
>AY660997,>AY661066,20,3C.3a,
>AY660997,>AY661053,20,3C.3a,
>AY660997,>CY121157,905,3C.3a,
>AY660997,>AF201874,905,3C.3a,
>AY660997,>AF008903,10,3C.3a,
>AY660997,>AY661049,10,3C.3a,
>AY660997,>AF092062,139,3C.3a,
>AY660997,>U08858,10,3C.3a,
>AY660997,>AY661052,20,3C.3a,
>AY660997,>AF008888,20,3C.3a,
>AY661041,>AY661045,10,3C.2a4,
>AY661041,>CY114429,10,3C.2a4,
>AY661041,>AY661041,1280,3C.2a4,
>AY661041,>AY661042,1280,3C.2a4,
>AY661041,>CY121157,1280,3C.2a4,
>AY661041,>AF201874,80,3C.2a4,
>AY661041,>AY661098,10,3C.2a4,
>AY661041,>AY661151,10,3C.2a4,
>AY661041,>AY661181,10,3C.2a4,
>AY661041,>AY661047,10,3C.2a4,
>AY661041,>AY661025,10,3C.2a4,
>AY661041,>AY661048,10,3C.2a4,
>AY661041,>AY661049,10,3C.2a4,
>AY661041,>AY661054,10,3C.2a4,
>AY661041,>AF092062,1280,3C.2a4,
>AY661041,>U08858,10,3C.2a4,
>AY661041,>AY661046,10,3C.2a4,
>AY661041,>AY661052,10,3C.2a4,
>AY661041,>AY661073,10,3C.2a4,
>AY661041,>AY661050,10,3C.2a4,
>AY660998,>AY661045,20,3C.3a,
>AY660998,>CY114429,10,3C.3a,
>AY660998,>AY661066,20,3C.3a,
>AY660998,>AY661053,20,3C.3a,
>AY660998,>CY121157,905,3C.3a,
>AY660998,>AF201874,905,3C.3a,
>AY660998,>AF008903,10,3C.3a,
>AY660998,>AY661049,10,3C.3a,
>AY660998,>AF092062,160,3C.3a,
>AY660998,>U08858,10,3C.3a,
>AY660998,>AY661052,20,3C.3a,
>AY660998,>AF008888,20,3C.3a,
>AY661007,>CY114429,80,3C.3a,
>AY661007,>CY121157,120,3C.3a,
>AY661007,>AF201874,10,3C.3a,
>AY661007,>AY661049,640,3C.3a,
>AY661007,>AF092062,640,3C.3a,
>AY661007,>U08858,320,3C.3a,
>AY661007,>AY661050,640,3C.3a,
>AY661000,>AY661045,20,3C.2a4,
>AY661000,>AY661066,20,3C.2a4,
>AY661000,>AY661053,20,3C.2a4,
>AY661000,>CY121157,640,3C.2a4,
>AY661000,>AF201874,80,3C.2a4,
>AY661000,>AF092062,640,3C.2a4,
>AY661000,>AY661052,20,3C.2a4,
>AY661000,>AF008888,20,3C.2a4,
>AY661000,>AY661050,20,3C.2a4,
>AY661001,>AY661045,20,3C.2a4,
>AY661001,>AY661066,20,3C.2a4,
>AY661001,>AY661053,20,3C.2a4,
>AY661001,>CY121157,640,3C.2a4,
>AY661001,>AF201874,80,3C.2a4,
>AY661001,>AF092062,640,3C.2a4,
>AY661001,>AY661052,20,3C.2a4,
>AY661001,>AF008888,20,3C.2a4,
>AY661001,>AY661050,20,3C.2a4,
>AY661043,>CY121157,320,3C.2a4,
>AY661043,>AF201874,80,3C.2a4,
>AY661043,>AF092062,1280,3C.2a4,
>AY660995,>AY661045,20,3C.2a4,
>AY660995,>CY114429,10,3C.2a4,
>AY660995,>AY661066,20,3C.2a4,
>AY660995,>AY661053,20,3C.2a4,
>AY660995,>CY121157,320,3C.2a4,
>AY660995,>AF201874,320,3C.2a4,
>AY660995,>AF008903,10,3C.2a4,
>AY660995,>AY661049,10,3C.2a4,
>AY660995,>AF092062,80,3C.2a4,
>AY660995,>U08858,10,3C.2a4,
>AY660995,>AF008888,20,3C.2a4,
>AY661028,>AY661045,10,3C.2a4,
>AY661028,>AY661041,320,3C.2a4,
>AY661028,>AY661042,1280,3C.2a4,
>AY661028,>CY121157,320,3C.2a4,
>AY661028,>AF201874,40,3C.2a4,
>AY661028,>AY661098,10,3C.2a4,
>AY661028,>AY661151,10,3C.2a4,
>AY661028,>AY661181,10,3C.2a4,
>AY661028,>AY661047,10,3C.2a4,
>AY661028,>AY661025,10,3C.2a4,
>AY661028,>AY661048,10,3C.2a4,
>AY661028,>AY661049,10,3C.2a4,
>AY661028,>AY661054,10,3C.2a4,
>AY661028,>AF092062,1280,3C.2a4,
>AY661028,>AY661046,10,3C.2a4,
>AY661028,>AY661052,10,3C.2a4,
>AY661028,>AY661073,10,3C.2a4,
>CY113149,>CY114429,10,3C.2a4,
>CY113149,>CY121157,320,3C.2a4,
>CY113149,>AF201874,10,3C.2a4,
>CY113149,>AY661049,10,3C.2a4,
>CY113149,>AF092062,1280,3C.2a4,
>CY113149,>U08858,10,3C.2a4,
>CY113149,>AY661050,10,3C.2a4,
>AY661004,>AY661045,20,3C.2a4,
>AY661004,>CY114429,10,3C.2a4,
>AY661004,>AY661066,20,3C.2a4,
>AY661004,>AY661053,20,3C.2a4,
>AY661004,>CY121157,1280,3C.2a4,
>AY661004,>AF201874,80,3C.2a4,
>AY661004,>AY661049,10,3C.2a4,
>AY661004,>AF092062,1280,3C.2a4,
>AY661004,>U08858,10,3C.2a4,
>AY661004,>AY661052,20,3C.2a4,
>AY661004,>AF008888,20,3C.2a4,
>AY661004,>AY661050,20,3C.2a4,
>AY661011,>AY661045,1280,3C.3a,
>AY661011,>CY114429,10,3C.3a,
>AY661011,>AY661066,20,3C.3a,
>AY661011,>AY661053,320,3C.3a,
>AY661011,>CY121157,320,3C.3a,
>AY661011,>AF201874,10,3C.3a,
>AY661011,>AY661049,120,3C.3a,
>AY661011,>AF092062,320,3C.3a,
>AY661011,>U08858,120,3C.3a,
>AY661011,>AY661052,80,3C.3a,
>AY661011,>AF008888,20,3C.3a,
>AY661011,>AY661050,160,3C.3a,
>CY112337,>CY114429,10,,
>CY112337,>CY121157,320,,
>CY112337,>AF201874,40,,
>CY112337,>AY661049,10,,
>CY112337,>AF092062,640,,
>CY112337,>U08858,10,,
>CY112337,>AY661050,10,,
>AY661014,>CY114429,453,3C.3a,
>AY661014,>AY661054,1280,3C.3a,
>AY661014,>U08858,905,3C.3a,
>AY661014,>AY661050,2560,3C.3a,
>AY661008,>AY661045,1280,3C.3a,
>AY661008,>AY661066,20,3C.3a,
>AY661008,>AY661053,320,3C.3a,
>AY661008,>CY121157,160,3C.3a,
>AY661008,>AF201874,10,3C.3a,
>AY661008,>AF092062,160,3C.3a,
>AY661008,>AY661052,80,3C.3a,
>AY661008,>AF008888,20,3C.3a,
>AY661008,>AY661050,160,3C.3a,
>AY661018,>CY114429,10,,
>AY661018,>CY121157,320,,
>AY661018,>AF201874,40,,
>AY661018,>AY661049,10,,
>AY661018,>AF092062,640,,
>AY661018,>U08858,10,,
>AY661018,>AY661050,10,,
>AY661002,>AY661045,20,3C.2a4,
>AY661002,>AY661066,20,3C.2a4,
>AY661002,>AY661053,20,3C.2a4,
>AY661002,>CY121157,640,3C.2a4,
>AY661002,>AF201874,160,3C.2a4,
>AY661002,>AF092062,1280,3C.2a4,
>AY661002,>AY661052,20,3C.2a4,
>AY661002,>AF008888,20,3C.2a4,
>AY661002,>AY661050,20,3C.2a4,
>AY661009,>AY661045,1280,3C.3a,
>AY661009,>AY661066,20,3C.3a,
>AY661009,>AY661053,240,3C.3a,
>AY661009,>CY121157,160,3C.3a,
>AY661009,>AF201874,10,3C.3a,
>AY661009,>AF092062,320,3C.3a,
>AY661009,>AY661052,80,3C.3a,
>AY661009,>AF008888,20,3C.3a,
>AY661009,>AY661050,200,3C.3a,
>AY661042,>AY661045,10,3C.3a,
>AY661042,>AY661041,640,3C.3a,
>AY661042,>AY661042,1280,3C.3a,
>AY661042,>CY121157,320,3C.3a,
>AY661042,>AF201874,40,3C.3a,
>AY661042,>AY661098,10,3C.3a,
>AY661042,>AY661151,10,3C.3a,
>AY661042,>AY661181,10,3C.3a,
>AY661042,>AY661047,10,3C.3a,
>AY661042,>AY661025,10,3C.3a,
>AY661042,>AY661048,10,3C.3a,
>AY661042,>AY661049,10,3C.3a,
>AY661042,>AY661054,10,3C.3a,
>AY661042,>AF092062,2560,3C.3a,
>AY661042,>AY661046,10,3C.3a,
>AY661042,>AY661052,10,3C.3a,
>AY661042,>AY661073,10,3C.3a,
>AY661017,>CY114429,10,3C.3a,
>AY661017,>CY121157,291,3C.3a,
>AY661017,>AF201874,16,3C.3a,
>AY661017,>AF008903,10,3C.3a,
>AY661017,>AY661049,10,3C.3a,
>AY661017,>AF092062,905,3C.3a,
>AY661017,>U08858,10,3C.3a,
>AY661017,>AY661050,10,3C.3a,
>AY660999,>AY661045,20,,
>AY660999,>CY114429,10,,
>AY660999,>AY661066,20,,
>AY660999,>AY661053,20,,
>AY660999,>CY121157,905,,
>AY660999,>AF201874,453,,
>AY660999,>AF008903,10,,
>AY660999,>AY661049,10,,
>AY660999,>AF092062,226,,
>AY660999,>U08858,10,,
>AY660999,>AY661052,20,,
>AY660999,>AF008888,20,,
>AY661044,>CY114429,40,3C.2a4,
>AY661044,>CY121157,120,3C.2a4,
>AY661044,>AF201874,10,3C.2a4,
>AY661044,>AY661049,480,3C.2a4,
>AY661044,>AF092062,320,3C.2a4,
>AY661044,>U08858,240,3C.2a4,
>AY661044,>AY661050,480,3C.2a4,
>AY660996,>AY661045,20,,
>AY660996,>CY114429,10,,
>AY660996,>AY661066,20,,
>AY660996,>AY661053,20,,
>AY660996,>CY121157,392,,
>AY660996,>AF201874,165,,
>AY660996,>AF008903,10,,
>AY660996,>AY661049,10,,
>AY660996,>AF092062,57,,
>AY660996,>U08858,10,,
>AY660996,>AY661052,20,,
>AY660996,>AF008888,20,,
>AY660996,>AY661050,20,,
>AY661010,>AY661045,1600,3C.3a,
>AY661010,>CY114429,10,3C.3a,
>AY661010,>AY661066,20,3C.3a,
>AY661010,>AY661053,320,3C.3a,
>AY661010,>CY121157,210,3C.3a,
>AY661010,>AF201874,20,3C.3a,
>AY661010,>AF008903,80,3C.3a,
>AY661010,>AY661049,80,3C.3a,
>AY661010,>AF092062,320,3C.3a,
>AY661010,>U08858,80,3C.3a,
>AY661010,>AY661052,80,3C.3a,
>AY661010,>AF008888,20,3C.3a,
>AY661010,>AY661050,113,3C.3a,
>AY661027,>CY121157,320,3C.3a,
>AY661027,>AF201874,20,3C.3a,
>AY661027,>AF092062,2560,3C.3a,
>AY661003,>AY661045,20,3C.2a4,
>AY661003,>CY114429,10,3C.2a4,
>AY661003,>AY661066,20,3C.2a4,
>AY661003,>AY661053,20,3C.2a4,
>AY661003,>CY121157,640,3C.2a4,
>AY661003,>AF201874,52,3C.2a4,
>AY661003,>AF008903,10,3C.2a4,
>AY661003,>AY661049,10,3C.2a4,
>AY661003,>AF092062,1280,3C.2a4,
>AY661003,>U08858,10,3C.2a4,
>AY661003,>AY661052,20,3C.2a4,
>AY661003,>AF008888,20,3C.2a4,
>AY661003,>AY661050,20,3C.2a4,
>AY661040,>CY121157,640,,
>AY661040,>AF201874,320,,
>AY661040,>AF008903,10,,
>AY661040,>AF092062,120,,
>AY660992,>AY661045,20,3C.2a4,
>AY660992,>AY661066,20,3C.2a4,
>AY660992,>AY661053,20,3C.2a4,
>AY660992,>CY121157,640,3C.2a4,
>AY660992,>AF201874,1280,3C.2a4,
>AY660992,>AF008903,10,3C.2a4,
>AY660992,>AF092062,80,3C.2a4,
>AY660992,>AF008888,20,3C.2a4,
>AY660994,>AY661045,20,,
>AY660994,>CY114429,10,,
>AY660994,>AY661066,20,,
>AY660994,>AY661053,20,,
>AY660994,>CY121157,640,,
>AY660994,>AF201874,1109,,
>AY660994,>AF008903,10,,
>AY660994,>AY661049,10,,
>AY660994,>U08858,10,,
>AY660994,>AF008888,20,,
>AY661005,>AY661045,20,,
>AY661005,>CY114429,10,,
>AY661005,>AY661066,20,,
>AY661005,>AY661053,20,,
>AY661005,>CY121157,392,,
>AY661005,>AF201874,60,,
>AY661005,>AY661049,10,,
>AY661005,>AF092062,2560,,
>AY661005,>U08858,10,,
>AY661005,>AY661052,20,,
>AY661005,>AF008888,20,,
>AY661005,>AY661050,20,,
>AY661197,>AF180643,640,3C.3a,
>AY661197,>AY661197,640,3C.3a,
>AY661197,>AF008828,120,3C.3a,
>AY661197,>AY661182,113,3C.3a,
>AY661197,>AY661098,80,3C.3a,
>AY661197,>AY661192,162,3C.3a,
>AY661197,>AF008725,481,3C.3a,
>AY661197,>AY661020,280,3C.3a,
>AY661197,>AY661209,160,3C.3a,
>AY661197,>AY661159,198,3C.3a,
>AY661076,>AY661066,453,3C.3a,
>AY661076,>AY661053,3620,3C.3a,
>AY661076,>AY661054,7241,3C.3a,
>AY661076,>AY661067,10240,3C.3a,
>AY661076,>AY661073,640,3C.3a,
>AY661076,>AY661050,3620,3C.3a,
>AF008905,>AY661049,1016,,
>AF008905,>AY661054,1280,,
>AF008905,>U08858,640,,
>AF008905,>AF008888,320,,
>AF008905,>AY661050,5120,,
>AF008867,>CY114429,40,,
>AF008867,>AF008903,320,,
>AF008867,>CY113333,1280,,
>AF008867,>AY661054,640,,
>AF008867,>U08858,160,,
>AY661053,>CY114429,34,3C.3a,
>AY661053,>AY661066,160,3C.3a,
>AY661053,>AY661041,10,3C.3a,
>AY661053,>AY661042,10,3C.3a,
>AY661053,>AY661053,10240,3C.3a,
>AY661053,>CY121157,10,3C.3a,
>AY661053,>AF201874,10,3C.3a,
>AY661053,>AF008903,2560,3C.3a,
>AY661053,>AY661098,80,3C.3a,
>AY661053,>AY661151,10,3C.3a,
>AY661053,>AY661181,10,3C.3a,
>AY661053,>AY661047,640,3C.3a,
>AY661053,>AY661025,320,3C.3a,
>AY661053,>AY661048,2560,3C.3a,
>AY661053,>AY661049,1280,3C.3a,
>AY661053,>CY113333,640,3C.3a,
>AY661053,>AY661054,1280,3C.3a,
>AY661053,>U08858,571,3C.3a,
>AY661053,>AY661046,320,3C.3a,
>AY661053,>AY661052,3620,3C.3a,
>AY661053,>AY661073,10,3C.3a,
>AY661053,>AF008888,318,3C.3a,
>AY661053,>AY661050,2382,3C.3a,
>CY112412,>AY661053,2560,3C.2,
>CY112412,>AF008665,5120,3C.2,
>CY112412,>AY661049,160,3C.2,
>CY112412,>AY661067,10240,3C.2,
>CY113413,>AY661066,320,3C.3a,
>CY113413,>AY661053,640,3C.3a,
>CY113413,>AY661049,320,3C.3a,
>CY113413,>AY661054,4457,3C.3a,
>CY113413,>AY661067,10240,3C.3a,
>CY113413,>AY661073,640,3C.3a,
>CY113413,>AF008888,905,3C.3a,
>CY113413,>AY661050,1832,3C.3a,
>AY661075,>AY661066,1280,3C.3a,
>AY661075,>AY661053,1280,3C.3a,
>AY661075,>AY661183,20,3C.3a,
>AY661075,>AY661192,18,3C.3a,
>AY661075,>AY661054,640,3C.3a,
>AY661075,>AY661067,3620,3C.3a,
>AY661075,>AY661159,40,3C.3a,
>AY661075,>AY661073,2560,3C.3a,
>AY661075,>AY661050,320,3C.3a,
>AY661081,>AY661066,640,,
>AY661081,>AY661053,403,,
>AY661081,>AY661183,140,,
>AY661081,>AY661180,120,,
>AY661081,>AY661192,120,,
>AY661081,>AF008725,10,,
>AY661081,>AY661054,320,,
>AY661081,>AY661067,1613,,
>AY661081,>AY661159,160,,
>AY661081,>AY661073,1016,,
>AY661081,>AY661050,127,,
>CY121157,>CY114429,10,3C.3a,
>CY121157,>AY661066,10,3C.3a,
>CY121157,>CY121157,5120,3C.3a,
>CY121157,>AF008665,10,3C.3a,
>CY121157,>CY112289,80,3C.3a,
>CY121157,>AY661180,10,3C.3a,
>CY121157,>AF008903,10,3C.3a,
>CY121157,>AF092062,1280,3C.3a,
>AY661055,>AY661049,320,3C.3a,
>AY661055,>AY661054,2560,3C.3a,
>AY661055,>AF008888,640,3C.3a,
>AY661055,>AY661050,1280,3C.3a,
>Z46405,>AY661183,640,3C.2,
>Z46405,>AF008828,400,3C.2,
>Z46405,>AY661180,560,3C.2,
>Z46405,>AY661098,40,3C.2,
>Z46405,>AY661192,2240,3C.2,
>Z46405,>AY661020,3200,3C.2,
>Z46405,>AY661174,80,3C.2,
>Z46405,>AY661159,212,3C.2,
>AY661096,>AY661066,640,,
>AY661096,>AY661053,640,,
>AY661096,>AY661183,30,,
>AY661096,>AY661192,10,,
>AY661096,>AY661054,320,,
>AY661096,>AY661067,5120,,
>AY661096,>AY661159,35,,
>AY661096,>AY661073,2560,,
>AY661096,>AY661050,160,,
>AY661150,>AY661066,640,3C.2,
>AY661150,>AY661183,80,3C.2,
>AY661150,>AY661180,120,3C.2,
>AY661150,>AY661098,1280,3C.2,
>AY661150,>AY661192,80,3C.2,
>AY661150,>AF008725,40,3C.2,
>AY661150,>AY661054,320,3C.2,
>AY661150,>AY661067,2560,3C.2,
>AY661150,>AY661159,120,3C.2,
>AY661150,>AY661073,1280,3C.2,
>AY661032,>KM821324,5120,3C.2,
>AY661032,>AF008828,10,3C.2,
>AY661032,>AY661192,20,3C.2,
>AY661032,>AF008725,20,3C.2,
>AY661032,>AY661023,640,3C.2,
>AY661032,>AY661034,5120,3C.2,
>AY661032,>KM821317,1280,3C.2,
>AY661032,>AY661198,10,3C.2,
>AY661109,>AY661066,640,3C.3a,
>AY661109,>AY661053,160,3C.3a,
>AY661109,>AY661183,30,3C.3a,
>AY661109,>AY661180,20,3C.3a,
>AY661109,>AY661192,20,3C.3a,
>AY661109,>AY661054,160,3C.3a,
>AY661109,>AY661067,640,3C.3a,
>AY661109,>AY661159,20,3C.3a,
>AY661109,>AY661073,640,3C.3a,
>AY661109,>AY661050,80,3C.3a,
>AY661110,>AY661066,403,3C.3a,
>AY661110,>AY661053,160,3C.3a,
>AY661110,>AY661183,40,3C.3a,
>AY661110,>AY661180,20,3C.3a,
>AY661110,>AY661192,12,3C.3a,
>AY661110,>AY661054,160,3C.3a,
>AY661110,>AY661067,640,3C.3a,
>AY661110,>AY661159,40,3C.3a,
>AY661110,>AY661073,640,3C.3a,
>AY661110,>AY661050,40,3C.3a,
>AY661138,>AY661066,40,3C.3a,
>AY661138,>AY661098,10,3C.3a,
>AY661138,>AY661151,80,3C.3a,
>AY661138,>AY661054,40,3C.3a,
>AY661138,>AY661067,160,3C.3a,
>AY661138,>AY661159,1280,3C.3a,
>AY661138,>AY661073,40,3C.3a,
>AY661183,>AY661183,1177,3C.3a,
>AY661183,>AY661182,1016,3C.3a,
>AY661183,>AY661180,305,3C.3a,
>AY661183,>AY661098,101,3C.3a,
>AY661183,>AY661151,320,3C.3a,
>AY661183,>AF008725,80,3C.3a,
>AY661183,>AY661181,139,3C.3a,
>AY661183,>AY661020,2560,3C.3a,
>AY661183,>AY661174,160,3C.3a,
>AY661183,>AY661159,190,3C.3a,
>AY661184,>AY661183,640,3C.3a,
>AY661184,>AY661182,640,3C.3a,
>AY661184,>AY661180,462,3C.3a,
>AY661184,>AY661098,40,3C.3a,
>AY661184,>AY661192,1109,3C.3a,
>AY661184,>AY661181,226,3C.3a,
>AY661184,>AY661020,1920,3C.3a,
>AY661184,>AY661174,80,3C.3a,
>AY661184,>AY661159,113,3C.3a,
>AY661196,>AY661183,749,3C.3a,
>AY661196,>AF008828,640,3C.3a,
>AY661196,>AY661182,489,3C.3a,
>AY661196,>AY661180,446,3C.3a,
>AY661196,>AY661098,40,3C.3a,
>AY661196,>AY661192,1109,3C.3a,
>AY661196,>AF008725,100,3C.3a,
>AY661196,>AY661181,277,3C.3a,
>AY661196,>AY661020,1280,3C.3a,
>AY661196,>AY661159,240,3C.3a,
>KM821324,>KM821324,2971,3C.2,
>KM821324,>AF008828,10,3C.2,
>KM821324,>AY661192,10,3C.2,
